disease,text,risk_level
high_condition,"Suddenly, infected cut that's getting worse, now have fever and chills",High
low_condition,I'm suffering from need a routine health checkup Is this normal?,Low
emergency_condition,I'm having critically chest pain that's radiating down my left arm and I'm sweating profusely especially at night Can you help?,Emergency
medium_condition,"This morning, shoulder pain that makes it hard to raise my arm above my head What should I do?",Medium
low_condition,It started when mild seasonal sniffles Is this serious?,Low
emergency_condition,"Recently, half of my face is drooping and I can't lift my right arm for two days Is this normal?",Emergency
high_condition,"Recently, sudden swelling in one calf with tenderness for two days.",High
emergency_condition,"Recently, extremely abdominal pain with vomiting blood. I need emergency help I'm not sure what to do.",Emergency
medium_condition,"I can't shake neck stiffness from sleeping wrong, hard to turn my head What does this mean?",Medium
high_condition,"Ever since yesterday, severe asthma attack, medications only providing temporary relief What should I do?",High
low_condition,"Suddenly, a bit of indigestion after a heavy meal Please help.",Low
medium_condition,"For a while now, eczema flare-up that's moderately itchy and bothering me.",Medium
emergency_condition,"Suddenly, pregnant with severe abdominal pain and heavy bleeding Should I be worried?",Emergency
low_condition,I'm dealing with slight stomach discomfort after eating too much What should I do?,Low
high_condition,"quite pain after an injury, possible fracture Is this serious?",High
medium_condition,It started when cold symptoms that have lasted more than a week without improvement Please help.,Medium
emergency_condition,"Gradually, i'm bleeding heavily from a wound and can't stop it. Blood is everywhere What does this mean?",Emergency
high_condition,"I woke up with considerably pain after an injury, possible fracture Please help.",High
emergency_condition,I woke up with high fever with stiff neck and I can't tolerate light - possible meningitis Any suggestions?,Emergency
emergency_condition,"I was exposed to extreme cold, my fingers are white and I can't feel them Should I be worried?",Emergency
high_condition,"seriously back pain radiating down my leg, can barely walk It's really bothering me.",High
emergency_condition,I'm dealing with i think I'm going into anaphylactic shock. Lips and tongue are swelling I'm looking for guidance.,Emergency
low_condition,Mild seasonal sniffles Any suggestions?,Low
low_condition,"This morning, slight nausea that came and went quickly",Low
low_condition,"Recently, looking for advice on better sleep Please help.",Low
emergency_condition,"For a while now, uncontrollable convulsions, this has never happened before I'm looking for guidance.",Emergency
high_condition,"very back pain radiating down my leg, can barely walk I hope it's nothing serious.",High
medium_condition,"I can't shake shortness of breath when climbing stairs, gets better when I rest Any suggestions?",Medium
low_condition,I noticed minor bloating after eating beans Is this serious?,Low
high_condition,"I noticed severe anxiety attack that won't stop, heart racing for hours What should I do?",High
medium_condition,I've had a cough that won't go away for several hours. It's getting annoying What should I do?,Medium
medium_condition,"Twisted my ankle a few days ago, still fairly swollen What does this mean?",Medium
medium_condition,"Gradually, burning sensation when urinating for the past few days. Need to go frequently.",Medium
emergency_condition,I think I'm going into anaphylactic shock. Lips and tongue are swelling This is concerning me.,Emergency
medium_condition,Mild dizziness when I stand up too fast Any suggestions?,Medium
high_condition,"I'm dealing with signs of infection spreading - redness expanding, feeling feverish It's really bothering me.",High
medium_condition,I'm dealing with pink eye - eye is red and watery with some discharge Is this normal?,Medium
medium_condition,"Gradually, headache that comes and goes out of nowhere. Over-the-counter meds help a little.",Medium
emergency_condition,"Suddenly, sudden severely weakness on one side, I can't move my arm or leg.",Emergency
medium_condition,"For a while now, chest feels a bit tight in the mornings all day.",Medium
emergency_condition,I'm experiencing i'm wheezing badly and my inhaler isn't helping. My lips look bluish I'm not sure what to do.,Emergency
high_condition,"Gradually, persistent high fever constantly with a rash that's spreading.",High
medium_condition,I've noticed that persistent sore throat with mild fever constantly Please help.,Medium
low_condition,"Gradually, sneezing and stuffy nose for the past few days. Typical cold symptoms.",Low
emergency_condition,I woke up with i was in an accident and I'm losing a lot of blood since this morning Is this serious?,Emergency
emergency_condition,Half of my face is drooping and I can't lift my right arm since yesterday Can you help?,Emergency
high_condition,Persistent high fever intermittently with a rash that's spreading I'm looking for guidance.,High
medium_condition,"I'm experiencing neck stiffness from sleeping wrong, hard to turn my head What does this mean?",Medium
high_condition,"A few hours ago, difficulty breathing when lying down, have to sit up to catch my breath I'm not sure what to do.",High
high_condition,"I can't shake severe headache after hitting my head, now feeling confused Please help.",High
medium_condition,"This morning, shortness of breath when climbing stairs, gets better when I rest",Medium
high_condition,"I've noticed that infected cut that's getting worse, now have fever and chills Please help.",High
high_condition,I can't shake fever of 103 with seriously body aches and difficulty breathing.,High
medium_condition,"Suddenly, constipation that's been uncomfortable since this morning It's really bothering me.",Medium
high_condition,"I noticed severe headache after hitting my head, now feeling confused I'm looking for guidance.",High
medium_condition,I've been having sore throat that makes swallowing uncomfortable for several hours.,Medium
emergency_condition,I woke up with sudden unbearably chest tightness with cold sweats and nausea. I think I'm having a heart attack.,Emergency
low_condition,I'm experiencing curious about healthy eating habits I'm looking for guidance.,Low
emergency_condition,"Gradually, i'm having a seizure and can't stop shaking. I need help.",Emergency
medium_condition,Bumps on my skin that have been there for months now.,Medium
high_condition,"I'm dealing with severe headache after hitting my head, now feeling confused.",High
low_condition,"Ever since yesterday, a bit of indigestion after a heavy meal Is this normal?",Low
emergency_condition,"Sudden excruciatingly headache, the worst of my life, with neck stiffness Please help.",Emergency
high_condition,Persistent high fever constantly with a rash that's spreading Is this normal?,High
high_condition,I've been having sudden swelling in one calf with tenderness since this morning Is this serious?,High
medium_condition,I've been having upset stomach and mild nausea for months now. Not vomiting though What does this mean?,Medium
low_condition,"Suddenly, just a general wellness inquiry It's really bothering me.",Low
high_condition,"Recently, seriously abdominal pain in the lower right side, worse when I move.",High
high_condition,"Ever since yesterday, having thoughts of harming myself, I don't feel safe Is this serious?",High
low_condition,I've developed eyes feel a bit dry and tired from reading It's really bothering me.,Low
high_condition,The pain in my abdomen is quite and hasn't improved in hours I need advice.,High
medium_condition,"A few hours ago, stomach cramps after eating certain foods for two days I hope it's nothing serious.",Medium
emergency_condition,"Drank something toxic by accident, my vision is blurry and I'm vomiting I'm looking for guidance.",Emergency
medium_condition,"I woke up with mild wheezing when I exercise, goes away after rest Any suggestions?",Medium
low_condition,"Ever since yesterday, small pimple that's slightly irritated Is this normal?",Low
high_condition,Abscess that's growing larger and more painful for the past few days Please help.,High
medium_condition,"Gradually, eczema flare-up that's moderately itchy and bothering me What does this mean?",Medium
high_condition,notably chest discomfort with irregular heartbeat on and off.,High
medium_condition,"Gradually, upset stomach and mild nausea suddenly. Not vomiting though.",Medium
low_condition,I'm suffering from slight headache that comes and goes. Not too bothersome I'm not sure what to do.,Low
low_condition,I noticed want to know if I should be concerned about a mole I'm not sure what to do.,Low
emergency_condition,I'm dealing with i lost vision in one eye suddenly and my speech is slurred Should I be worried?,Emergency
high_condition,Abscess that's growing larger and more painful especially at night Please help.,High
emergency_condition,"I can't shake sudden extremely headache, the worst of my life, with neck stiffness.",Emergency
high_condition,"I've noticed that wound is red, swollen, and warm with red streaks spreading up my arm Should I be worried?",High
low_condition,I've developed little bit of soreness in my shoulder from sleeping on it wrong Is this serious?,Low
medium_condition,I can't shake shoulder pain that makes it hard to raise my arm above my head I need advice.,Medium
emergency_condition,I woke up with sharp stabbing chest pain that gets worse when I breathe. I'm panicking Any suggestions?,Emergency
medium_condition,It started when mild dizziness when I stand up too fast I'm not sure what to do.,Medium
medium_condition,I've had a cough that won't go away at rest. It's getting annoying.,Medium
low_condition,"Today, minor bloating after eating beans I hope it's nothing serious.",Low
medium_condition,Bloating and gas after meals all day I need advice.,Medium
low_condition,"I noticed my chronic condition is stable, just monitoring I hope it's nothing serious.",Low
medium_condition,"Today, frequent urination with mild discomfort. Worried about UTI.",Medium
medium_condition,"This morning, frequent urination with mild discomfort. Worried about UTI Can you help?",Medium
low_condition,"Suddenly, looking for advice on better sleep.",Low
medium_condition,I'm suffering from bloating and gas after meals for the past few days.,Medium
emergency_condition,"This morning, one side of my body went completely weak, I think I'm having a stroke I need advice.",Emergency
emergency_condition,"I'm dealing with extremely difficulty breathing, I can barely get any air in.",Emergency
emergency_condition,I've developed sudden critically chest tightness with cold sweats and nausea. I think I'm having a heart attack Please help.,Emergency
low_condition,"For a while now, a bit of indigestion after a heavy meal Please help.",Low
medium_condition,"This morning, sore throat that makes swallowing uncomfortable especially at night It's really bothering me.",Medium
medium_condition,Sore throat that makes swallowing uncomfortable after eating.,Medium
high_condition,Pain in my chest when I take deep breaths out of nowhere I need advice.,High
emergency_condition,"Recently, sudden critically weakness on one side, I can't move my arm or leg I need advice.",Emergency
medium_condition,Bloating and gas after meals especially at night Please help.,Medium
low_condition,"For a while now, paper cut on my finger. Already applied bandaid Should I be worried?",Low
medium_condition,Constipation that's been uncomfortable out of nowhere Is this serious?,Medium
high_condition,"I can't shake quite pain after an injury, possible fracture It's really bothering me.",High
low_condition,"Gradually, sneezing and stuffy nose since this morning. Typical cold symptoms.",Low
low_condition,I'm dealing with slight bruise from bumping into furniture Is this normal?,Low
high_condition,"Last night, testicular pain and swelling that started suddenly.",High
emergency_condition,"Gradually, i lost consciousness and woke up confused with no memory of what happened I'm looking for guidance.",Emergency
high_condition,"Last night, uncontrolled vomiting for two days, can't keep anything down What does this mean?",High
low_condition,"A few hours ago, i have a mild cold with runny nose and slight congestion I'm looking for guidance.",Low
emergency_condition,I noticed my throat is swelling shut and I can't swallow. I think it's anaphylaxis I need advice.,Emergency
low_condition,"This morning, i have a mild cold with runny nose and slight congestion What does this mean?",Low
high_condition,"I'm experiencing considerably back pain radiating down my leg, can barely walk Is this serious?",High
low_condition,"Recently, just feeling a little tired today. Probably need more sleep Please help.",Low
high_condition,"I woke up with high temperature with stiff neck, light sensitivity bothers me a lot I need advice.",High
emergency_condition,I'm having a seizure and can't stop shaking. I can't function normally Is this serious?,Emergency
low_condition,"A few hours ago, sneezing and stuffy nose on and off. Typical cold symptoms Is this normal?",Low
medium_condition,"I noticed mild wheezing when I exercise, goes away after rest Any suggestions?",Medium
emergency_condition,"I'm experiencing sudden excruciatingly confusion, I can't speak properly and my face feels numb.",Emergency
medium_condition,"Gradually, cold symptoms that have lasted more than a week without improvement Please help.",Medium
low_condition,Hangnail that's slightly annoying What should I do?,Low
high_condition,"Last night, one leg is much more swollen than the other with pain when walking This is concerning me.",High
emergency_condition,"I'm experiencing chest trauma from an accident, I can hear air escaping when I breathe Is this serious?",Emergency
medium_condition,"This morning, joint stiffness in the morning that improves throughout the day.",Medium
low_condition,I've been having wondering about vitamins and supplements I need advice.,Low
medium_condition,"I woke up with knee pain when I walk, especially going up stairs for the past few days What does this mean?",Medium
high_condition,"I've noticed that signs of infection spreading - redness expanding, feeling feverish I'm not sure what to do.",High
medium_condition,I've developed joint stiffness in the morning that improves throughout the day I'm not sure what to do.,Medium
high_condition,"quite abdominal pain in the lower right side, worse when I move I hope it's nothing serious.",High
low_condition,"I noticed small tension headache, probably from staring at screens too long",Low
emergency_condition,I was in an accident and I'm losing a lot of blood at rest.,Emergency
low_condition,"I woke up with my chronic condition is stable, just monitoring Is this serious?",Low
medium_condition,"For a while now, knee pain when I walk, especially going up stairs out of nowhere Is this normal?",Medium
high_condition,"Ever since yesterday, sudden swelling in one calf with tenderness gradually over time I hope it's nothing serious.",High
emergency_condition,"Today, half of my face is drooping and I can't lift my right arm after eating.",Emergency
emergency_condition,"Last night, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss I'm not sure what to do.",Emergency
emergency_condition,"This morning, sudden extremely headache, the worst of my life, with neck stiffness Should I be worried?",Emergency
emergency_condition,"Recently, can't catch my breath at all, chest is excruciatingly tight What does this mean?",Emergency
high_condition,"Severe asthma attack, medications only providing temporary relief What does this mean?",High
emergency_condition,"Drank something toxic by accident, my vision is blurry and I'm vomiting",Emergency
low_condition,"Recently, want to discuss exercise recommendations",Low
medium_condition,Bloating and gas after meals intermittently Should I be worried?,Medium
low_condition,"Recently, feeling a bit off but nothing specific Is this normal?",Low
medium_condition,"Ever since yesterday, low-grade fever that comes and goes out of nowhere.",Medium
low_condition,"Suddenly, looking for advice on better sleep",Low
high_condition,"Last night, severe asthma attack, medications only providing temporary relief What does this mean?",High
low_condition,Just a general wellness inquiry,Low
medium_condition,I've been having pink eye - eye is red and watery with some discharge It's really bothering me.,Medium
high_condition,"I'm experiencing leg is swollen, warm, and painful - possible blood clot I'm looking for guidance.",High
high_condition,"Gradually, seriously pain after an injury, possible fracture.",High
medium_condition,Upset stomach and mild nausea especially at night. Not vomiting though This is concerning me.,Medium
emergency_condition,"I'm experiencing uncontrollable convulsions, this has never happened before I'm not sure what to do.",Emergency
low_condition,Looking for advice on better sleep I'm not sure what to do.,Low
low_condition,"Recently, slight headache that comes and goes. Not too bothersome.",Low
high_condition,Heart palpitations that won't stop since this morning. Feeling anxious and weak This is concerning me.,High
emergency_condition,Sudden extremely chest tightness with cold sweats and nausea. I think I'm having a heart attack,Emergency
high_condition,"I can't shake wound is red, swollen, and warm with red streaks spreading up my arm Any suggestions?",High
low_condition,Dry skin patch on my elbow that's a bit itchy I'm looking for guidance.,Low
low_condition,"Gradually, following up on previous minor concern I'm looking for guidance.",Low
low_condition,"A few hours ago, slight headache that comes and goes. Not too bothersome I'm looking for guidance.",Low
low_condition,I noticed chapped lips from the cold weather Please help.,Low
low_condition,I'm experiencing paper cut on my finger. Already applied bandaid Please help.,Low
medium_condition,I've had a cough that won't go away since this morning. It's getting annoying I'm looking for guidance.,Medium
emergency_condition,"Ever since yesterday, i woke up with excruciatingly chest pressure and my arm is numb. I'm scared.",Emergency
low_condition,"Recently, following up on previous minor concern What should I do?",Low
high_condition,"Recently, diabetic with blood sugar reading of 350, feeling very unwell What should I do?",High
high_condition,It started when chest tightness and shortness of breath during any physical activity Can you help?,High
medium_condition,"I noticed neck stiffness from sleeping wrong, hard to turn my head What should I do?",Medium
low_condition,Feeling a bit off but nothing specific It's really bothering me.,Low
emergency_condition,I've been having i'm wheezing badly and my inhaler isn't helping. My lips look bluish.,Emergency
medium_condition,Low-grade fever that comes and goes since yesterday Any suggestions?,Medium
low_condition,I've developed question about my medication dosage Any suggestions?,Low
high_condition,I've been having one leg is much more swollen than the other with pain when walking Any suggestions?,High
medium_condition,Eczema flare-up that's moderately itchy and bothering me Any suggestions?,Medium
medium_condition,"Recently, bumps on my skin that have been there at rest I'm looking for guidance.",Medium
low_condition,"I'm experiencing my chronic condition is stable, just monitoring Should I be worried?",Low
high_condition,"This morning, fever of 103 with notably body aches and difficulty breathing.",High
high_condition,Pain in my chest when I take deep breaths at rest Is this serious?,High
medium_condition,I can't shake nasal congestion and headache that's been bothering me since this morning.,Medium
emergency_condition,"This morning, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss Should I be worried?",Emergency
high_condition,"Last night, coughing up blood for months now, very worried about what this means Please help.",High
medium_condition,Ear pain that started yesterday. Feels like pressure inside It's really bothering me.,Medium
emergency_condition,I've been having my throat is swelling shut and I can't swallow. I think it's anaphylaxis I'm looking for guidance.,Emergency
medium_condition,I'm experiencing pink eye - eye is red and watery with some discharge I'm looking for guidance.,Medium
medium_condition,"For a while now, twisted my ankle a few days ago, still moderately swollen.",Medium
medium_condition,"Ever since yesterday, shortness of breath when climbing stairs, gets better when I rest What does this mean?",Medium
emergency_condition,I woke up with high fever with stiff neck and I can't tolerate light - possible meningitis Is this normal?,Emergency
high_condition,The pain in my abdomen is notably and hasn't improved in hours.,High
medium_condition,I'm suffering from urinary urgency that's been bothersome since this morning.,Medium
emergency_condition,My chest feels like it's being crushed and I can't catch my breath. This is frustrating I'm not sure what to do.,Emergency
medium_condition,Bloating and gas after meals on and off.,Medium
low_condition,Hangnail that's slightly annoying I'm not sure what to do.,Low
low_condition,"Gradually, slight sore throat and mild cough, probably just a cold Can you help?",Low
emergency_condition,"For a while now, sudden critically shortness of breath, I feel like I'm drowning I'm not sure what to do.",Emergency
low_condition,"I'm suffering from small tension headache, probably from staring at screens too long What does this mean?",Low
emergency_condition,I woke up with pregnant with severe abdominal pain and heavy bleeding Is this serious?,Emergency
medium_condition,"A few hours ago, persistent sore throat with mild fever for a week I'm looking for guidance.",Medium
medium_condition,I woke up with shoulder pain that makes it hard to raise my arm above my head Is this serious?,Medium
emergency_condition,"I've been having deep cut that won't stop bleeding, I'm feeling dizzy from blood loss It's really bothering me.",Emergency
emergency_condition,I'm experiencing crushing chest pain with numbness in my jaw and left arm for several hours It's really bothering me.,Emergency
high_condition,"I've been having severe dehydration - very dizzy, haven't urinated in hours Any suggestions?",High
high_condition,It started when chest tightness and shortness of breath during any physical activity Please help.,High
medium_condition,"For a while now, back pain from sitting at my desk, it's mildly to moderately uncomfortable Please help.",Medium
emergency_condition,I've been having half of my face is drooping and I can't lift my right arm out of nowhere.,Emergency
high_condition,The pain in my abdomen is significantly and hasn't improved in hours This is concerning me.,High
medium_condition,Upset stomach and mild nausea for two days. Not vomiting though I hope it's nothing serious.,Medium
low_condition,"Ever since yesterday, slight sore throat and mild cough, probably just a cold I'm not sure what to do.",Low
high_condition,Persistent high fever especially at night with a rash that's spreading.,High
low_condition,"Last night, feeling under the weather with mild cold symptoms I'm looking for guidance.",Low
emergency_condition,I'm having severely chest pain that's radiating down my left arm and I'm sweating profusely on and off I'm looking for guidance.,Emergency
high_condition,I woke up with chest tightness and shortness of breath during any physical activity,High
low_condition,"For a while now, dry skin patch on my elbow that's a bit itchy This is concerning me.",Low
medium_condition,"I've developed knee pain when I walk, especially going up stairs for the past hour.",Medium
emergency_condition,"This morning, half of my face is drooping and I can't lift my right arm since yesterday.",Emergency
high_condition,I'm dealing with intense headache with vision changes and nausea intermittently.,High
medium_condition,"Knee pain when I walk, especially going up stairs for two days Should I be worried?",Medium
low_condition,"I noticed mild back stiffness in the morning, goes away after moving I'm not sure what to do.",Low
high_condition,"seriously back pain radiating down my leg, can barely walk.",High
low_condition,"Suddenly, looking for advice on better sleep It's really bothering me.",Low
high_condition,"I woke up with wound is red, swollen, and warm with red streaks spreading up my arm Should I be worried?",High
emergency_condition,I noticed i'm having a seizure and can't stop shaking. I need help.,Emergency
high_condition,I woke up with one leg is much more swollen than the other with pain when walking Please help.,High
low_condition,"Ever since yesterday, just a general wellness inquiry I'm not sure what to do.",Low
emergency_condition,I'm experiencing i'm having a seizure and can't stop shaking. I'm exhausted from this Should I be worried?,Emergency
emergency_condition,"Last night, sharp stabbing chest pain that gets worse when I breathe. I don't know what to do I'm not sure what to do.",Emergency
low_condition,"A few hours ago, general wellness question about my health What does this mean?",Low
emergency_condition,I woke up with i lost vision in one eye suddenly and my speech is slurred,Emergency
low_condition,I can't shake feeling under the weather with mild cold symptoms Can you help?,Low
emergency_condition,"Suddenly, sudden life-threateningly chest tightness with cold sweats and nausea. I think I'm having a heart attack I hope it's nothing serious.",Emergency
low_condition,I'm suffering from slight stomach discomfort after eating too much.,Low
emergency_condition,"I've been having severe burns covering my arm, the pain is life-threateningly and skin is blistering badly I need advice.",Emergency
emergency_condition,"I can't shake chest trauma from an accident, I can hear air escaping when I breathe I hope it's nothing serious.",Emergency
high_condition,I'm suffering from chest tightness and shortness of breath during any physical activity Any suggestions?,High
medium_condition,Sore throat that makes swallowing uncomfortable for months now,Medium
emergency_condition,"Last night, sharp stabbing chest pain that gets worse when I breathe. I'm worried Is this normal?",Emergency
low_condition,"Gradually, small cut on my finger from cooking. Cleaned it up Can you help?",Low
medium_condition,"For a while now, nasal congestion and headache that's been bothering me after eating I need advice.",Medium
low_condition,"Suddenly, want to know if I should be concerned about a mole",Low
high_condition,"I'm experiencing leg is swollen, warm, and painful - possible blood clot What should I do?",High
emergency_condition,"Recently, my heart is racing uncontrollably and I feel like I'm going to pass out for the past few days.",Emergency
medium_condition,I've noticed that cold symptoms that have lasted more than a week without improvement What does this mean?,Medium
emergency_condition,"Suddenly, chest trauma from an accident, I can hear air escaping when I breathe Should I be worried?",Emergency
high_condition,"Last night, chest tightness and shortness of breath during any physical activity Please help.",High
emergency_condition,I'm suffering from sudden life-threateningly chest tightness with cold sweats and nausea. I think I'm having a heart attack Should I be worried?,Emergency
high_condition,High fever of 104°F with confusion and severe headache intermittently I need advice.,High
medium_condition,Urinary urgency that's been bothersome for several hours.,Medium
emergency_condition,"A few hours ago, i woke up with life-threateningly chest pressure and my arm is numb. I'm scared What does this mean?",Emergency
emergency_condition,"This morning, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss Please help.",Emergency
medium_condition,Feeling more tired than usual when I wake up. Low energy throughout the day.,Medium
emergency_condition,"Recently, i was in an accident and I'm losing a lot of blood for months now Please help.",Emergency
high_condition,"For a while now, the pain in my abdomen is very and hasn't improved in hours.",High
emergency_condition,"Suddenly, sudden extremely confusion, I can't speak properly and my face feels numb Should I be worried?",Emergency
medium_condition,"Recently, feeling run down and not quite right for several hours Can you help?",Medium
medium_condition,I've developed skin infection that's not spreading but isn't healing either Is this normal?,Medium
emergency_condition,I'm suffering from i lost consciousness and woke up confused with no memory of what happened Please help.,Emergency
medium_condition,"Today, bloating and gas after meals for the past few days Should I be worried?",Medium
emergency_condition,"Last night, i'm gasping for air and feel like I'm suffocating intermittently.",Emergency
high_condition,"Today, difficulty breathing when lying down, have to sit up to catch my breath I'm looking for guidance.",High
low_condition,Small pimple that's slightly irritated What does this mean?,Low
medium_condition,"Recently, mild dizziness when I stand up too fast.",Medium
high_condition,I've been having one leg is much more swollen than the other with pain when walking I'm looking for guidance.,High
medium_condition,Burning sensation when urinating constantly. Need to go frequently This is concerning me.,Medium
high_condition,"I've been having difficulty breathing when lying down, have to sit up to catch my breath Any suggestions?",High
low_condition,"Mild back stiffness in the morning, goes away after moving Is this normal?",Low
medium_condition,"Ever since yesterday, shortness of breath when climbing stairs, gets better when I rest I'm not sure what to do.",Medium
medium_condition,"Recently, hoarse voice that's been going on for several hours I hope it's nothing serious.",Medium
emergency_condition,It started when sudden severely chest tightness with cold sweats and nausea. I think I'm having a heart attack.,Emergency
medium_condition,I've developed headache that comes and goes for a week. Over-the-counter meds help a little.,Medium
emergency_condition,"I'm experiencing drank something toxic by accident, my vision is blurry and I'm vomiting What should I do?",Emergency
medium_condition,It started when nasal congestion and headache that's been bothering me during activity Please help.,Medium
low_condition,I've noticed that general wellness question about my health What should I do?,Low
emergency_condition,"Suddenly, i overdosed on medication and I'm feeling very drowsy, can barely stay awake I'm not sure what to do.",Emergency
low_condition,"Suddenly, slight stomach discomfort after eating too much What should I do?",Low
low_condition,"I've been having mild back stiffness in the morning, goes away after moving.",Low
medium_condition,"This morning, heartburn that's more frequent than usual lately I need advice.",Medium
medium_condition,I've been having low-grade fever that comes and goes suddenly.,Medium
emergency_condition,"Recently, i lost consciousness and woke up confused with no memory of what happened Any suggestions?",Emergency
high_condition,"seriously back pain radiating down my leg, can barely walk Should I be worried?",High
low_condition,I've noticed that following up on previous minor concern What should I do?,Low
emergency_condition,Pregnant with severe abdominal pain and heavy bleeding Any suggestions?,Emergency
medium_condition,I've been having headache that comes and goes out of nowhere. Over-the-counter meds help a little.,Medium
low_condition,I woke up with little bit of soreness in my shoulder from sleeping on it wrong Please help.,Low
medium_condition,I woke up with upset stomach and mild nausea for two days. Not vomiting though.,Medium
high_condition,"Today, severe headache after hitting my head, now feeling confused What does this mean?",High
medium_condition,I'm suffering from hoarse voice that's been going on all day.,Medium
medium_condition,"This morning, twisted my ankle a few days ago, still noticeably swollen Is this normal?",Medium
low_condition,I'm suffering from prescription refill needed Please help.,Low
low_condition,Slight bruise from bumping into furniture Is this normal?,Low
emergency_condition,I'm suffering from my throat is swelling shut and I can't swallow. I think it's anaphylaxis,Emergency
low_condition,"Today, small cut on my finger from cooking. Cleaned it up It's really bothering me.",Low
medium_condition,I noticed shoulder pain that makes it hard to raise my arm above my head Should I be worried?,Medium
medium_condition,"Recently, bloating and gas after meals intermittently.",Medium
high_condition,"Ever since yesterday, persistent cough with blood-tinged mucus and chest pain Should I be worried?",High
low_condition,I'm experiencing regular check on my blood pressure medication I'm looking for guidance.,Low
medium_condition,"This morning, cold symptoms that have lasted more than a week without improvement Any suggestions?",Medium
emergency_condition,"I can't shake deep cut that won't stop bleeding, I'm feeling dizzy from blood loss I hope it's nothing serious.",Emergency
low_condition,I'm dealing with paper cut on my finger. Already applied bandaid.,Low
emergency_condition,"For a while now, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss.",Emergency
emergency_condition,I'm dealing with i can't understand what people are saying and my left side is weak,Emergency
low_condition,It started when regular check on my blood pressure medication Please help.,Low
emergency_condition,I can't understand what people are saying and my left side is weak Please help.,Emergency
medium_condition,"It started when muscle pain from exercising, quite sore since this morning I'm looking for guidance.",Medium
medium_condition,"Suddenly, bloating and gas after meals on and off.",Medium
high_condition,"For a while now, wound is red, swollen, and warm with red streaks spreading up my arm.",High
low_condition,I can't shake want to know if I should be concerned about a mole Is this serious?,Low
low_condition,I'm dealing with looking for advice on better sleep What does this mean?,Low
medium_condition,Sore throat that makes swallowing uncomfortable for the past hour Should I be worried?,Medium
emergency_condition,"Recently, severe burns covering my arm, the pain is extremely and skin is blistering badly What should I do?",Emergency
emergency_condition,"Suddenly, half of my face is drooping and I can't lift my right arm constantly.",Emergency
emergency_condition,"A few hours ago, one side of my body went completely weak, I think I'm having a stroke Please help.",Emergency
medium_condition,I've noticed that pink eye - eye is red and watery with some discharge What does this mean?,Medium
high_condition,"I woke up with diabetic with blood sugar reading of 350, feeling very unwell It's really bothering me.",High
medium_condition,I noticed bumps on my skin that have been there constantly,Medium
medium_condition,"Recently, nasal congestion and headache that's been bothering me for the past hour Can you help?",Medium
medium_condition,"Today, cold symptoms that have lasted more than a week without improvement Is this serious?",Medium
emergency_condition,"For a while now, i'm experiencing crushing chest pain with numbness in my jaw and left arm for the past few days Can you help?",Emergency
emergency_condition,"Last night, sudden critically headache like a thunderclap with vision changes This is concerning me.",Emergency
low_condition,"A few hours ago, prescription refill needed",Low
low_condition,It started when minor muscle ache from working out yesterday,Low
low_condition,"Recently, minor seasonal allergies acting up What does this mean?",Low
emergency_condition,"Today, i lost vision in one eye suddenly and my speech is slurred Any suggestions?",Emergency
emergency_condition,My chest feels like it's being crushed and I can't catch my breath. I'm exhausted from this This is concerning me.,Emergency
high_condition,"quite abdominal pain in the lower right side, worse when I move Can you help?",High
low_condition,Sneezing and stuffy nose suddenly. Typical cold symptoms Can you help?,Low
medium_condition,"Today, hoarse voice that's been going on since this morning.",Medium
low_condition,"Last night, slight headache that comes and goes. Not too bothersome This is concerning me.",Low
low_condition,"Gradually, slight fatigue, nothing too concerning",Low
low_condition,"Gradually, want to discuss exercise recommendations I'm looking for guidance.",Low
low_condition,"Last night, small pimple that's slightly irritated Can you help?",Low
medium_condition,"This morning, chest feels a bit tight in the mornings after eating What does this mean?",Medium
low_condition,"Ever since yesterday, general wellness question about my health What should I do?",Low
medium_condition,"Suddenly, mild dizziness when I stand up too fast Please help.",Medium
low_condition,I'm dealing with want to know if I should be concerned about a mole I'm looking for guidance.,Low
low_condition,It started when eyes feel a bit dry and tired from reading I'm looking for guidance.,Low
emergency_condition,"Ever since yesterday, i'm bleeding heavily from a wound and can't stop it. Blood is everywhere Please help.",Emergency
medium_condition,"Gradually, back pain from sitting at my desk, it's noticeably uncomfortable Should I be worried?",Medium
medium_condition,Chest feels a bit tight in the mornings for the past hour What should I do?,Medium
emergency_condition,"Can't catch my breath at all, chest is unbearably tight I'm looking for guidance.",Emergency
high_condition,I've noticed that sudden hearing loss in one ear with dizziness,High
emergency_condition,I can't breathe properly and my lips are turning blue. Please help me What should I do?,Emergency
medium_condition,I've noticed that joint stiffness in the morning that improves throughout the day It's really bothering me.,Medium
high_condition,High fever of 104°F with confusion and severe headache gradually over time This is concerning me.,High
emergency_condition,"Recently, unbearably difficulty breathing, I can barely get any air in What does this mean?",Emergency
high_condition,High fever of 104°F with confusion and severe headache at rest I'm not sure what to do.,High
emergency_condition,High fever with stiff neck and I can't tolerate light - possible meningitis I hope it's nothing serious.,Emergency
high_condition,"This morning, persistent high fever for the past hour with a rash that's spreading",High
